Job title,Business Group,Job location,Country of work,Job category,Responsibilities,Link to where the specific job is posted.
31498-天美竞速类手游高级测试工程师(深圳),IEG,深圳,中国,技术,"负责移动游戏产品测试工作，包括功能、自动化、性能，兼容性等维度，保障项目顺利发布；
能够根据项目中遇到的问题进行技术研究，工具开发都手段针对性的解决问题，并提升测试效率和输出质量；
能够良好的与项目各渠道进行良好沟通，推动问题落实与解决。",http://careers.tencent.com/jobdesc.html?postId=1372470595043729408
31498-天美FPS手游高级测试开发工程师（深圳）,IEG,深圳,中国,技术,"负责手游项目（安卓和iOS平台）的专项内容测试和工具开发； 
针对测试行为中的难点和盲区提出新的测试方案，引入或开发新的测试方法和测试工具； 
针对客户端性能、后台性能、接口、单元和异常测试自动化。",http://careers.tencent.com/jobdesc.html?postId=1372471006202961920
31498-天美游戏测试经理（深圳）,IEG,深圳,中国,技术,"负责天美移动游戏产品的测试工作，包括系统功能、前后台性能、流程优化等维度，保障项目顺利发布； 
从整体把控项目风险，推动测试流程的落地和优化，能够有效的管理外包，保障测试用例和执行质量; 
建立和优化团队与项目组之间的良好沟通渠道，以及测试效率和输出质量。",http://careers.tencent.com/jobdesc.html?postId=1372471013719154688
31498-天美宝可梦高级测试开发工程师（深圳）,IEG,深圳,中国,技术,"负责移动游戏产品的测试工作，包括功能、专项测试（包括客户端性能、后台压力、引擎特性、业务专项测试等）的执行和测试工具的开发；
负责根据项目需求制定测试计划，组织设计测试用例并进行产品测试，整体把控项目质量，并不断优化测试效率和提高测试质量；
负责与产品经理和开发人员就项目需求、进度等问题进行沟通，优化、提高团队与项目组之间的良好沟通渠道；",http://careers.tencent.com/jobdesc.html?postId=1372471135223947264
CSIG16-GIS数据产品经理,CSIG,北京,中国,技术,"地图数据从采集到上线多个环节的工艺流程设计并推进落地，提升基础数据质量；
地图数据规格设计、规范设计、质量控制设计；
平台工具功能设计、任务流设计、操作交互设计等，满足用户需求及操作体验；
跟进互联网地图及相关产业行业新技术的发展，提出合理的技术创新思路",http://careers.tencent.com/jobdesc.html?postId=1331865244263260160
TEG02-SDN控制器开发工程师（深圳/上海/北京）,TEG,深圳,中国,技术,"负责腾讯云网络SDN网络控制器分布式平台架构设计，设计并实现大规模分布式计算算法，实时处理海量路由
负责腾讯云网络专线接入、SD-WAN、VPN等网络Overlay产品网络控制器后台架构设计与产品研发
负责与网络架构师等团队需求探讨，一起设计产品方案，并承担SDN网络控制器需求分解
研究业界最新技术及其应用，解决创新研发过程中的关键问题和技术难点
",http://careers.tencent.com/jobdesc.html?postId=1240190345384300544
15851-TC-Principal Game Engine Programmer游戏引擎专家开发工程师,IEG,深圳,中国,技术,"引擎技术方案的研究，评估，设计，实现，包括引擎架构，图形渲染，动画，物理，AI等； 
跨平台设计及开发，包括Mobile, PC，Console；
指导其他工程师，帮助团队解决引擎技术难题。

Research, evaluate, design and implement video game engine techniques including engine architecture, rendering, animation, physics, AI etc.
Design and Develop cross platform engine on platforms such as Mobile, PC, Console.
Coach other engineers, help engine team to solve the technical engine problems.",http://careers.tencent.com/jobdesc.html?postId=1349635320634679296
15851-TC-Senior Game Server Engineer开放世界游戏高级后台开发工程师,IEG,深圳,中国,技术,"负责预研游戏项目后台技术方案设计及评估；
负责预研游戏项目后台系统的设计及实现。",http://careers.tencent.com/jobdesc.html?postId=1392728106665517056
15851-TC-Senior Game Engine Programmer游戏引擎高级开发工程师,IEG,深圳,中国,技术,"引擎技术方案的研究，评估，设计，实现，包括引擎架构，图形渲染，动画，物理，AI等； 
跨平台设计及开发，包括Mobile, PC，Console。

Research, evaluate, design and implement video game engine techniques including engine architecture, rendering, animation, physics, AI etc.
Design and Develop cross platform engine on platforms such as Mobile, PC, Console.",http://careers.tencent.com/jobdesc.html?postId=1349635318818545664
15851-TC-Senior Audio Porgrammer,IEG,深圳,中国,技术,"1. Responsible for participating in game audio integration, problem analysis, and solution.
2. Co-ordinating with the game audio designer and share responsibility for audio design and development.
3. Responsible for functional development and performance optimization of game audio middleware.
4. Frontier technology of game audio research and development.",http://careers.tencent.com/jobdesc.html?postId=1397124193417437184
15851-开放世界游戏架构专家,IEG,深圳,中国,技术,"1. 作为技术专家负责开放世界游戏技术架构；
2. 作为技术专家帮助后台开发团队解决核心技术难题；
3. 作为技术专家与项目组其他团队高效合作，打造精品。",http://careers.tencent.com/jobdesc.html?postId=1397151167523332096
15851-游戏多智能体AI高级研究员/Senior Research Engineer. Multi-Agent Game AI（深圳）,IEG,深圳,中国,技术,"负责游戏内智能体的制作，使用但不限于以下的技术方法：
1. 模仿学习：基于人类玩家的对局数据训练不同风格的拟人游戏内智能体，应用到 掉线托管，缺人补位等场景；
2. 强化学习：基于强化学习训练游戏内智能体，改进现有算法，提升强化学习的训练效率和智能体的强度，训练的智能体应用到 智能关卡设计，游戏陪练，PVE闯关等场景；
跟进多智能体最新业界和学术的研究和落地成果，积极思考推动技术在游戏场景中落地；
Responsible?for?game?AI?making?using?techniques?including:
Imitation?learning:?train?different?styles?of?human-like?game?AI?agent?based?on?human?player?data
Reinforcement?learning:?train?high-level?AI?agent?using?reinforcement?learning,?design?new?algorithms?to?improve?the?efficiency?and?effectiveness?of?reinforcement?learning;
Follow?the?latest?research?publication?in?academia?or?industry?and?have?an?efficient?implementation.",http://careers.tencent.com/jobdesc.html?postId=1358704092326666240
15851-TC-Game Tools/Pipeline Engineer,IEG,深圳,中国,技术,"1. Design and implement systems/tools to manage game asset and content.
2. Work with the game developers to develop and support desired workflows and tools.
3. Work closely with the leads and other engineers to plan and build new tools and technology features.",http://careers.tencent.com/jobdesc.html?postId=1397122749167575040
15581-公共技术前台开发,IEG,深圳,中国,技术,"负责欢乐游戏多端公共技术组件研发，实现功能并进行相关的测试及优化；
负责欢乐游戏工作室前台通用相关技术研究、编辑器开发及难点攻关等，成果在业务线实现落地； 
正确客观评估工作量，与pm共同制定合理工作计划并保证进度的达成",http://careers.tencent.com/jobdesc.html?postId=1259747790804754432
15581-SLG后台开发（深圳）,IEG,深圳,中国,技术,"负责游戏后台架构设计；
负责游戏版本发布、线上问题定位处理；
负责游戏后台系统模块以及新特性开发；
负责服务器性能优化和体验优化；
与前台开发以及策划设计人员进行良好的沟通，高效的与前台开发合作设计编码和调试。",http://careers.tencent.com/jobdesc.html?postId=1385416936313069568
26699-智慧零售toC研发中心算法工程师,CSIG,深圳,中国,技术,"1、负责小程序电商场景下“人、货、场”特征设计和模型建设；
2、负责商品选品服务建设，包括选品召回、选品排序模型建设；
3、跟踪业界前言技术发展，探索应用机器学习/深度学习/数据挖掘等技术，不断的提升和优化小程序信息流转化效率。",http://careers.tencent.com/jobdesc.html?postId=1368750855158767616
23671-算法后台工程师,PCG,北京,中国,技术,"1.参与腾讯内容平台的算法工程化开发，负责算法模型服务化工程，驱动算法产生实际业务价值；
2.完成模型serving阶段的性能优化，提高计算资源利用率，压榨程序性能潜力；
3.基于内容平台产生的内容数据，建设内容数据流转链路，提升内容处理效率，满足直播、短视频、图文等不同应用场景的内容处理需求。
",http://careers.tencent.com/jobdesc.html?postId=1281136140702720000
23671-安卓客户端安全,PCG,北京,中国,技术,"1. 负责对移动应用客户端进行逆向分析，技术攻关；
2. 负责移动客户端安全漏洞、风控策略的分析、挖掘；
3. 负责根据实际业务需求，评估分析、形成可落地的客户端安全解决方案。",http://careers.tencent.com/jobdesc.html?postId=1331503050510049280
18436-高级数仓工程师（深圳）,CDG,深圳,中国,技术,"1、负责金融监管专区大数据体系的建立以及配套系统平台的建设与运营；
2、负责大数据专区运营技术方案设计、开发和实施，持续运营优化专区架构和系统；
3、负责支持专区数据持续运营，提升专区数据质量和运营效率，参与相关事件应急响应",http://careers.tencent.com/jobdesc.html?postId=1287642863714181120
41072-大数据SRE研发工程师(CSIG全资子公司),CSIG,武汉,中国,技术,"1、 负责大数据自动化运维与部署工具和模块的管理和开发；
2、 开发自动化运维脚本，配合监控系统，优化整个运维的流程；
3、 深入源码内核改进优化开源项目，解决各种spark、hive、hbase、elasticsearch、kudu疑难问题；
4、 基于客户特定场景的需求二次开发",http://careers.tencent.com/jobdesc.html?postId=1347458270201126912
41072-腾讯云大数据开发工程师(CSIG全资子公司),CSIG,武汉,中国,技术,"1、负责腾讯云大数据应用产品研发，针对不同的数据应用场景，参与数据产品设计与开发落地；
2、深入理解业务目标，负责数据仓库及数据标签体系建设，构建数据分析及挖掘模型，规范数据生产及应用流程，提升数据服务质量，完善数据服务体系。",http://careers.tencent.com/jobdesc.html?postId=1351005074695921664
18436-推荐系统java开发工程师,CDG,深圳,中国,技术,"1、负责推荐系统平时业务需求的研发工作，如理财通、信用卡、话费充值等业务场景
2、负责推荐系统与算法服务的工程化工作",http://careers.tencent.com/jobdesc.html?postId=1407983927519354880
TEG09-云存储资深研发工程师,TEG,深圳,中国,技术,"负责业界云存储前沿技术的预研和应用；
 负责研发云存储相关模块以及周边业务模块；
 负责云存储后台系统的维护与运营工作。",http://careers.tencent.com/jobdesc.html?postId=1237991209855619072
TEG09-SCDN高级后台开发工程师,TEG,深圳,中国,技术,"负责腾讯云SCDN安全后台开发工作；
负责腾讯云SCDN运营维护工作；
负责通过技术手段、流程制度提升平台安全能力；",http://careers.tencent.com/jobdesc.html?postId=1314727905904828416
TEG09-云存储高级研发工程师（深圳总部）,TEG,深圳,中国,技术,"负责分布式存储相关方向的技术的规划及相关人员指导； 
负责腾讯云对象存储服务的架构设计和研发；
负责腾讯云对象存储服务的架构优化；",http://careers.tencent.com/jobdesc.html?postId=1331790454517145600
TEG09-云存储/NOSQL高级研发工程师（深圳/北京）,TEG,深圳,中国,技术,"负责分布式存储相关方向的技术的研发以及维护； 
负责腾讯云多模型NOSQL服务的架构设计和研发；
负责腾讯云多模型NOSQL服务的架构优化；",http://careers.tencent.com/jobdesc.html?postId=1331790456584937472
TEG09-调度研发工程师（深圳/北京）,TEG,深圳,中国,技术,"1、负责全球流量智能调度系统的设计与研发，追求极致质量与成本；
2、负责DNS、302、HTTP DNS等核心调度器设计与研发；
3、负责CDN动态加速选路和流量调度系统设计和研发；
4、负责核心调度算法设计和研发。",http://careers.tencent.com/jobdesc.html?postId=1331790457700622336
TEG09-CDN高级后台开发工程师,TEG,深圳,中国,技术,"负责腾讯云CDN的后台服务模块开发和优化；
负责腾讯云CDN的技术升级；
负责腾讯云CDN的后台架构优化。",http://careers.tencent.com/jobdesc.html?postId=1331790477099278336
TEG09-音视频开发工程师,TEG,深圳,中国,技术,"负责视频转码平台的后台开发和工程优化，包括视频直播点播转码、录制截图、FFmpeg工程优化；
规划转码平台技术发展方向，提升媒体处理和视频相关产品技术竞争力；
结合视频转码产品规划和客户需求，优化产品性能产品成本提升产品竞争力；",http://careers.tencent.com/jobdesc.html?postId=1353590471460397056
26699-智慧零售研发中心前端leader,CSIG,深圳,中国,技术,"1、基础技术：沉淀智慧零售开源组建，在基础组建与业务组建上与公司组建库开源协同共建；
2、业务方向：持续带领团队完成零售前端，saas商城建设",http://careers.tencent.com/jobdesc.html?postId=1331092774967058432
WXG04-微信游戏数据科学家,WXG,深圳,中国,技术,"负责微信精品游戏、小游戏、内容、服务与社交等业务的数据相关工作；
协助团队科学分析产品、运营、增长、推荐等核心策略，指导业务科学决策；
科学制定业务的指标评估体系，并建立核心指标的预测模型；
基于业务洞察，科学地进行A/B Testing，并根据实验结果提出优化的业务策略；
负责专题数据建模，通过数据驱动产品迭代优化；
科学探索用户生命周期、用户增长机会等。
",http://careers.tencent.com/jobdesc.html?postId=1384342940217778176
18428-金融科技效能平台架构师,CDG,深圳,中国,技术,"1、负责金融效能平台的DevOps体系建设，包括devops流水线、持续集成、自动化测试平台，环境治理平台，数据构建平台等系统；
2、负责设计服务架构、性能优化，提高系统的健壮性；
3、负责制定和改进应急预案、策略和流程，提高服务运行质量。",http://careers.tencent.com/jobdesc.html?postId=1397087990538313728
36811-高级推荐算法工程师(腾讯新闻),PCG,北京,中国,技术,"参与腾讯新闻机器学习/推荐系统/搜索排序/互动策略相关算法研发和改进工作，提升用户体验和信息匹配效率。工作包括但不限于：
1 全端推荐（包括要闻，推荐，视频及垂类场景）的召回，排序，打散等基础模块的优化
2 搜索排序相关的体验优化
3 直播、小说、短图文等多介质的分发优化
4 社区策略及热点策略相关的优化支持
5 生态相关的策略优化",http://careers.tencent.com/jobdesc.html?postId=1307272275447259136
28600-微信支付商户管理数据分析工程师,WXG,深圳,中国,技术,"基于业务目标和微信支付产品特点，建立风险评估和运营数据监控，如指标设计、报表设计等，推进落地并维护优化； 
通过数据分析，建立多维度指标监控微信支付大盘数据，发现风险异常情况；
分析用户支付行为和商户异常交易数据，从中发现异常用户和商户，建立态势感知体系；
负责日常数据金字塔的建设和数据字典的维护。  
",http://careers.tencent.com/jobdesc.html?postId=1418520923794841600
28600-微信支付用户运营后台开发工程师,WXG,深圳,中国,技术,"1、负责微信支付用户运营创新小程序能力搭建，提升产品价值感和趣味性，提升微信支付用户口碑；
2、持续优化系统，搭建高稳定、高可用、易扩展的后台服务。
",http://careers.tencent.com/jobdesc.html?postId=1374542247151804416
31871-GSM-部件管理（服务器）,CSIG,深圳,中国,技术,"1、需求管理：负责部件的需求预测的分析与整理，结合预测数据，针对供应商供应能力进行供应安全评估，识别部件潜在供应风险，供应风险提前预警与处理； 
2、供应保障：熟悉所负责的部件的市场情况，及时掌握最新的供需关系，合理控制库存结构，有能力解决供应紧缺和呆滞问题； 
3、物料管理：与多部门协同进行物料的全生命周期管理，熟悉BOM结构和EC切换流程，根据实际物料供应情况掌握部件切换节奏； 
4、供应安全：根据物料实际情况和业务需求制定可实施的供应保障计划； 
5、供应商管理：负责供应商交付KPI 制定和考核，定期进行供应商考核并跟进供应商持续改善计划。",http://careers.tencent.com/jobdesc.html?postId=1418803263028862976
22989-腾讯云云开发后台开发工程师（CSIG全资子公司）（武汉）,CSIG,深圳,中国,技术,"负责腾讯云云开发Serverless云端一体化应用产品的后台开发；
负责微搭产品后台服务设计与开发。",http://careers.tencent.com/jobdesc.html?postId=1429622195348316160
28600-微信支付商户后台开发工程师,WXG,深圳,中国,技术,"1.以持续打造高安全，高稳定，高业务扩展性的国民工具微信支付为目标负责设计、实现和优化微信支付商户核心业务的开发；
2.负责微信支付B端商户的连接和运营能力的的建设，持续优化微信支付的商户生态体系。",http://careers.tencent.com/jobdesc.html?postId=1407234067555950592
WXG08-微信搜索算法高级研发工程师（北京/广州/深圳）,WXG,广州,中国,技术,参与搜一搜账号搜索、服务搜索等项目算法体系规划和改进。,http://careers.tencent.com/jobdesc.html?postId=1282936768726835200
23671-内容开放平台前端开发（深圳）,PCG,深圳,中国,技术,"负责腾讯内容开放平台的前端开发工作，包括 Web 前端和 Nodejs 后端；
负责持续优化前端页面性能和访问速度，提升页面体验；
负责前端框架建设、公共组件设计开发等工作。",http://careers.tencent.com/jobdesc.html?postId=1302139897108242432
23671-企鹅号后台开发工程师（深圳）,PCG,深圳,中国,技术,"负责企鹅媒体平台后台技术研发；
参与项目架构设计、评审、技术攻坚和优化工作。",http://careers.tencent.com/jobdesc.html?postId=1333604911601950720
WXG08-微信搜索算法研发工程师（北京/广州/深圳）,WXG,广州,中国,技术,参与搜一搜服务搜索、账号搜索、搜索增长等项目的算法研发。,http://careers.tencent.com/jobdesc.html?postId=1265479377429209088
CSIG07-威胁情报高级分析师（深圳/北京）,CSIG,深圳,中国,技术,"1、负责腾讯安全威胁情报生产、运营、分析和优化；
2、负责腾讯安全威胁情报衍生企业级产品的开发、运营。",http://careers.tencent.com/jobdesc.html?postId=0
CSIG07-威胁情报高级分析师（深圳/北京）,CSIG,北京,中国,技术,"1、负责腾讯安全威胁情报生产、运营、分析和优化；
2、负责腾讯安全威胁情报衍生企业级产品的开发、运营。",http://careers.tencent.com/jobdesc.html?postId=0
CSIG07-威胁情报高级后台开发工程师（深圳/北京）,CSIG,深圳,中国,技术,"1、负责腾讯安全威胁情报能力建设，能力输出，服务于内外部产品；
2、负责腾讯安全威胁情报衍生企业级产品的开发、运营；
3、负责腾讯安全大数据中台相关产品和策略开发运营。",http://careers.tencent.com/jobdesc.html?postId=0
CSIG07-威胁情报高级后台开发工程师（深圳/北京）,CSIG,深圳,中国,技术,"1、负责腾讯安全威胁情报能力建设，能力输出，服务于内外部产品；
2、负责腾讯安全威胁情报衍生企业级产品的开发、运营；
3、负责腾讯安全大数据中台相关产品和策略开发运营。",http://careers.tencent.com/jobdesc.html?postId=0
CSIG07-威胁情报高级后台开发工程师（深圳/北京）,CSIG,北京,中国,技术,"1、负责腾讯安全威胁情报能力建设，能力输出，服务于内外部产品；
2、负责腾讯安全威胁情报衍生企业级产品的开发、运营；
3、负责腾讯安全大数据中台相关产品和策略开发运营。",http://careers.tencent.com/jobdesc.html?postId=0
TEG09-云接入后台研发工程师（深圳）,TEG,深圳,中国,技术,"负责腾讯自研及腾讯云流量接入平台的软件设计与研发； 
负责腾讯接入协议栈的研发和优化,保障用户快速和安全的传输体验； 
负责前沿技术预研和实现，包括超高性能网络处理技术，下一代网络传输协议及高性能密码学计算能力，满足腾讯集团海量业务的性能要求。",http://careers.tencent.com/jobdesc.html?postId=1211533470833053696
TEG09-芯片底层软件高级工程师（深圳/北京）,TEG,深圳,中国,技术,"负责芯片底层驱动软件开发或验证；
负责各种外设的驱动架构设计、研发、性能优化；
负责SoC驱动开发，基于芯片特性，对Linux开源第三方中间件和应用程序优化；",http://careers.tencent.com/jobdesc.html?postId=1374903857368276992
25927-视觉算法研究员,IEG,深圳,中国,技术,"1. 负责计算机视觉、多媒体、图形、图像相关领域的技术研究。跟踪业界前沿技术进展，进行相关技术的研发、工程化以及持续优化。
2. 探索和推进AI技术的在产品和业务中的落地，并向行业输出影响力。",http://careers.tencent.com/jobdesc.html?postId=1418467800271298560
WXG01-微信视频号iOS客户端开发工程师（深圳）,WXG,深圳,中国,技术,"1、负责微信客户端视频号功能开发，涉及到音视频拍摄、剪辑，以及视频号的业务功能开发。
2、与产品设计同学沟通合作，开发完成流畅，稳定，体验良好的产品。",http://careers.tencent.com/jobdesc.html?postId=1407549423445090304
15583-HK-游戏后台开发工程师（深圳）,IEG,深圳,中国,技术,"负责游戏服务器端设计及开发；
与前台开发以及策划设计人员进行良好的沟通，高效的与前台开发合作设计编码和调试；
熟练和冷静的应对运营中的突发事件，严格按照运营流程处理事务。",http://careers.tencent.com/jobdesc.html?postId=1387677487818874880
CSIG16-计算机视觉高级算法工程师,CSIG,北京,中国,技术,负责视觉算法的研发，包括但不限于：图像内容识别、物体检测和跟踪、图像语义分割、文字识别等； 模型加速及标准化；与平台开发人员对接，实现算法植入；移动端算法设计、移植及优化。,http://careers.tencent.com/jobdesc.html?postId=1275725887563636736
28937-游戏图形开发工程师,IEG,深圳,中国,技术,"负责为开发游戏引擎中的图形、动画技术；
负责与美术和技术美术讨论需求，共同合作提升游戏品质；
负责优化图形、动画及相关引擎模块的性能。
Responsible for developing graphics/animation technologies in game engine;
Responsible for discussing requirements with artists and technical artists, and improving product quality via collaboration;
Responsible for optimizing performance of graphics, animation and related engine modules.",http://careers.tencent.com/jobdesc.html?postId=1352448388049674240
28937-高级游戏音频开发工程师,IEG,深圳,中国,技术,"设计以及开发新的音频系统，比如音乐管理系统，语音本地化+资源管理；
配合音频组实现项目的音频技术需求，满足项目的需求，同时兼顾音频技术平台长期的发展；
明确了解行业最新的技术和知识，与不同部门协调以及推进音频的集成范围；
为音频技术的稳定性和易用性负责，确保设计师能有效使用新的音频技术。",http://careers.tencent.com/jobdesc.html?postId=1260769753539026944
19332-Saas产品iOS开发工程师(CSIG全资子公司),CSIG,西安,中国,技术,"1、负责腾讯企点产品的 iOS 端研发
2、和产品经理协作，根据产品需求进行 iOS 产品的开发，高质量实现业务逻辑；
3、参与应用架构设计、开发、性能优化等工作；
4、持续不断的改进用户体验，负责相关新技术新架构的实现。",http://careers.tencent.com/jobdesc.html?postId=1341582934913589248
15605-UE4射击游戏服务器研发工程师(深圳）,IEG,深圳,中国,技术,"负责游戏服务器端的设计构架与搭建；
负责游戏服务器功能的开发；
负责服务器的性能优化。",http://careers.tencent.com/jobdesc.html?postId=1376912650461519872
15605-UE4射击手游客户端开发工程师（深圳）,IEG,深圳,中国,技术,"负责UE4射击游戏的框架设计和特性开发；
负责游戏相关引擎功能的修改和扩展；
负责游戏相关的工具链的开发；
负责优化游戏性能及技术可行性评估。",http://careers.tencent.com/jobdesc.html?postId=1425359019748368384
15605-UE4射击游戏客户端开发工程师（上海）,IEG,上海,中国,技术,"负责UE4游戏客户端功能的设计、实现和调试；
负责与策划、美术和其他开发人员讨论需求，共同合作提升产品品质； 
负责优化游戏客户端性能。",http://careers.tencent.com/jobdesc.html?postId=1426070830894292992
18427-理财通app高级客户端开发（Android/iOS）,CDG,深圳,中国,技术,"1.负责腾讯理财通APP基础框架的设计与开发，保证APP的架构的先进性、体验的稳定性和流畅性；
2.负责互联网金融相关产品系统的设计与开发，参与重大产品需求和架构设计评审，保证产品设计与架构的合理性；
3.通过金融科技，提升互联网理财的用户体验，打造领先国际的金融科技产品。 ",http://careers.tencent.com/jobdesc.html?postId=1405363635928178688
21229-UE4开放世界项目引擎工程师,IEG,上海,中国,技术,"1.与二方团队合作，支持在研项目研发，制定研发方案，优化研发流程； 
2.调研及应用UE4引擎技术，并在项目中落地； 
3.解决项目研发过程中遇到的各种疑难技术问题； 
4.升级引擎功能，提升渲染质量； 
5.性能优化，保障项目性能达标；",http://careers.tencent.com/jobdesc.html?postId=0
41071-腾讯会议NLP算法专家,CSIG,深圳,中国,技术," 1. 负责腾讯会议产品线NLP机器学习和深度学习算法系统的搭建, 包括智能会议纪要、内容检索、知识图谱等需求的技术分析、算法选型、实现、落地、优化; 2. 把控技术研发方向,  探索具有落地潜力前沿应用技术, 不断提升产品的用户体验; 3. 负责算法团队的技术文化建设, 提升算法团队研发效率与团队凝聚力; 4. 负责部门NLP技术在公司内外的交流与合作, 吸引优秀的算法人才, 提升技术影响力。",http://careers.tencent.com/jobdesc.html?postId=1374752004932378624
41071-腾讯会议视频研发专家,CSIG,深圳,中国,技术,"
1. 负责视频核心质量及体验优化，制定和实施全局方案，持续优化腾讯会议视频核心体验（如屏幕分享、实时通话、直播等），包括性能、成本、画质、网络抗性、延时、音画同步、首屏速度等，确保腾讯会议核心音视频体验、弱网抗性和成本处于业内领先水平。
2. 负责腾讯会议视频通信内核开发及能力演进，负责腾讯会议视频工程质量的优化。负责腾讯会议多平台、全链路的视频核心模块的开发及持续优化，如采集、编码、传输、解码、渲染等全链路处理模块；
3. 负责视频工程和编解码策略的深度结合，通过和编解码模块的深度结合，提升视频整体体验。
4. 对接引入新技术，升级腾讯会议的视频体验，如超分、沉浸式视频、HDR等。
",http://careers.tencent.com/jobdesc.html?postId=1374897662137999360
41071-腾讯会议视频研发高级工程师（Windows/Andriod/Mac/Ios)）,CSIG,深圳,中国,技术,"1. 负责PC/android/iOS/mac等平台（熟悉一个及多个平台均可），视频链路相关开发及研究。如采集、编码、传输、解码、渲染等；
2. 负责腾讯会议核心质量及体验优化，包括 性能、画质、弱网性能、成本、延时、音画同步、首屏速度等。",http://careers.tencent.com/jobdesc.html?postId=1341578413843947520
41071-腾讯会议视频通信内核研发高级工程师（41071-腾讯会议视频研发高级工程师（Windows/Andriod/Mac/iOS）（广州）,CSIG,广州,中国,技术,"1. 负责腾讯会议视频通信内核的视频核心模块开发，负责腾讯会议视频整体质量的优化；
2. 负责视频核心质量及用户体验优化，负责制定和实施全局方案，持续优化屏幕分享及实时摄像头通话的各项核心体验，包括性能、低成本、高画质、弱网抗性、延时、音画同步、首屏速度等，提升腾讯会议核心音视频体验。",http://careers.tencent.com/jobdesc.html?postId=1374897823782281216
41071-腾讯会议Web前端高级研发工程师(广州),CSIG,广州,中国,技术,"1. 负责腾讯会议产品线的Web端、小程序端、Web开发能力等业务设计和开发；
2. 负责Web及小程序端的稳定性及性能优化；
3. 负责页面样式、布局优化；
4. 负责腾讯会议Web相关的技术预研等；
5. 负责腾讯会议前端打包流程的优化；
6. 负责腾讯会议前端工作流程的完善，提升Web前端研发团队的工作效率；",http://careers.tencent.com/jobdesc.html?postId=1417853789326548992
TEG09-边缘容器管理高级/专家工程师（深圳/北京）,TEG,深圳,中国,技术,"● 负责CDN场景下的虚拟主机/VPC/云原生系统设计和优化，在质量、成本、可持续发展上提升平台关键指标；          
● 分析CDN业务场景场景对于容器化管理需求，设计整体技术方案；攻关针对CDN云原生化的关键技术，以行业领先为目标持续推进演化CDN的云原生化，支持业务发展；
● 具备较为广阔的技术视野，能够把把握行业趋势，推动新技术的落地及演进；",http://careers.tencent.com/jobdesc.html?postId=1418398577050263552
TEG09-服务管理工程师（深圳）,TEG,深圳,中国,技术,"1.负责技术支持岗位外包人员的引入、培养、管理、发展等全生命周期的管理，并优化相关流程规范与标准。
2. 负责技术支持1线、1.5线管理工作，确保项目进度、质量、成本、客户满意度符合项目和部门的要求。",http://careers.tencent.com/jobdesc.html?postId=1407527893478678528
23295-内容生态-前端开发工程师（TGL）,IEG,深圳,中国,技术,"1、负责腾讯游戏内容推荐、分发平台前端架构设计；
2、负责腾讯游戏内容推荐、分发平台前端开发和优化；
3、负责大前端技术研究和储备，为腾讯游戏内容平台提供更好用户体验",http://careers.tencent.com/jobdesc.html?postId=1403267830773719040
23295-内容生态-系统测试开发工程师（TGL）,IEG,深圳,中国,技术,"1、参与系统后台测试，包括参与需求分析、设计评审、制定测试计划，设计和执行测试用例，进行缺陷跟踪和软件质量分析等；
2、制定测试计划，构建测试环境，执行集成测试，回归测试等；
3、保证被测系统的质量，并通过测试流程和方法创新，努力提升研发的质量和效率。
4、针对现有平台的特性提出新的测试方案，引入或者开发新的测试方法和测试工具，提升测试效率；",http://careers.tencent.com/jobdesc.html?postId=1403267834607312896
23295-互娱流量接入SDK测试开发工程师,IEG,深圳,中国,技术,"负责app、SDK产品的测试工作，包括功能、性能、自动化、代码质量等维度；
开发和完善客户端测试工具； 
针对测试行为中的难点和盲区提出新的测试方案，引入或开发新的测试方法和测试工具； 
针对后台性能、接口、单元和异常测试自动化。",http://careers.tencent.com/jobdesc.html?postId=1351128059129896960
22989-分布式存储后台开发工程师（CSIG全资子公司）（武汉）,CSIG,武汉,中国,技术,"1. 负责分布式存储系统平台的研发
2. 跟进现网运营质量问题、专题优化、故障等，牵头分析总结，跟进改善措施落地并评估效果
3. 理解业务架构及实现原理，结合质量数据，识别风险提前规
4. 建设流程规范的同时，落地相应的系统及工具，提高研发及运营流程的健壮性，降低人为风险、提高效率",http://careers.tencent.com/jobdesc.html?postId=1396725478588424192
18428-金融科技高级测试开发工程师,CDG,深圳,中国,技术,"1. 本科及以上学历，计算机或相关专业毕业，5年以上工作经验
2. 熟习日常测试工具和测试框架的应用，深刻理解测试各项技术，精通各种后台测试方法
3. 精通 python，熟悉C++/Java/nodejs/golang至少一种语言者或熟悉前端设计者优先
4. 具备支付、互联网金融等业务领域测试经验者优先
5. 有成功的工具及框架开发的实践经验者优先
6. 具有强烈的责任感，良好的沟通和表达能力
7. 具备创新性思维、较强的抗压能力和技术钻研能力
",http://careers.tencent.com/jobdesc.html?postId=1418373153968627712
CSIG16-地图安全模型开发工程师,CSIG,北京,中国,技术,"利用机器学习、数据挖掘等专业知识，对地图用户的行为和喜好进行建模，构建全面有效的用户画像体系，赋能地图业务团队分析决策。
主要工作内容包含以下方面：用户自然属性预测和优化--对用户年龄、性别和学历自然属性进行建模和预测；用户兴趣喜好建模--构建合理的标签体系，并对用户喜好标签程度合理打分；用户人群扩散--根据种子用户包或用户标签描述，从海量用户中挖掘出目标用户；用户公共特征建设--能对高维用户特征进行有效降维，从中提取出通用表意的特征供各项任务使用",http://careers.tencent.com/jobdesc.html?postId=1418425937938096128
